ROW,X,Y,HAZARD 1 IN 30,HAZARD 1 IN 100,HAZARD 1 IN 1000,ELEVATION,SLOPE,LANDUSE,IMPERVIOUSNESS,SOIL TYPE,SUBSTRATE,NDVI,DISTANCE TO RIVER,BUILDING TYPE,DISTANCE TO ROAD
39596,296523,78137,0,0,0,18.369,0.362302,21,39,12,1,0.505376,400.154,2,14.5272
39597,296523,78127,0,0,0,24.243,55.1854,21,37,12,1,0.548848,409.696,1,8.26863
39598,296523,78117,0,0,0,18.635,42.9287,21,37,12,1,0.447411,419.259,2,2.01006
39599,296523,78107,0,0,0,18.913,3.88074,21,46,12,1,0.509835,428.842,4,4.24852
39600,296523,78097,0,0,0,19.399,1.77724,21,61,12,1,0.541463,438.443,4,0.297105
39601,296523,78087,0,0,0,20.289,11.7315,21,66,12,1,0.498576,448.062,2,10.2745
39602,296523,78077,0,0,0,29.213,34.2206,21,50,12,1,0.553292,457.698,2,17.9365
39603,296523,78067,0,0,0,22.279,2.92377,21,27,12,1,0.771778,467.348,2,24.0416
39604,296523,78057,0,0,0,22.803,8.72874,21,27,12,1,0.766323,477.014,2,24.1273
39605,296523,78047,0,0,0,26.879,16.7721,21,41,12,1,0.436919,486.692,1,15.486
39606,296523,78037,0,0,0,23.559,6.42508,21,67,12,1,0.279161,496.383,4,6.84471
39607,296523,78027,0,0,0,24.893,1.85081,21,72,12,1,0.268817,506.087,2,1.79658
39608,296523,78017,0,0,0,25.419,41.0623,21,67,12,1,0.493562,515.802,2,10.4379
39609,296523,78007,0,0,0,26.231,5.52657,21,67,12,1,0.241379,525.527,2,19.0792
39610,296523,77997,0,0,0,26.639,5.0721,21,67,12,1,0.310568,535.262,2,27.7205
39611,296523,77987,0,0,0,27.292,9.8683,21,25,12,1,0.645627,545.008,2,24.1994
39612,296523,77977,0,0,0,28.476,4.08527,21,50,12,1,0.636752,554.762,2,14.744
39613,296523,77967,0,0,0,29.996,39.9708,21,85,12,1,0.52376,564.524,2,5.28865
39614,296523,77957,0,0,0,37.88,4.98736,21,85,12,1,0.327363,574.295,1,4.16673
39615,296523,77947,0,0,0,29.603,3.39148,21,99,12,1,0.191686,584.074,2,10.549
39616,296523,77937,0,0,0,30.175,1.17953,21,94,12,1,0.197193,593.86,2,8.93359
39617,296523,77927,0,0,0,31.286,52.6018,20,97,12,1,0.110333,603.653,2,4.05512
39618,296523,77917,0,0,0,30.589,3.42955,20,92,12,1,0.107595,613.453,4,0.823354
39619,296523,77907,0,0,0,30.468,4.85637,20,19,12,1,0.294229,623.259,4,0.996165
39620,296523,77897,0,0,0,32.07,59.0011,20,19,12,1,0.553799,633.071,2,8.46951
39621,296523,77887,0,0,0,30.975,3.30119,21,0,12,1,0.639565,642.889,2,2.45907
39622,296523,77877,0,0,0,37.366,70.628,21,26,12,1,0.623936,652.713,1,7.54004
39623,296523,77867,0,0,0,33.309,53.4832,21,45,12,1,0.413433,662.541,2,14.7895
39624,296523,77857,0,0,0,30.688,8.24363,21,53,12,1,0.426834,672.375,2,20.6535
39625,296523,77847,0,0,0,37.627,29.4612,21,53,12,1,0.376138,682.214,1,17.0368
39626,296523,77837,0,0,0,29.805,54.3015,21,53,12,1,0.223095,692.057,2,7.04057
39627,296523,77827,0,0,0,30.85,23.468,21,88,12,1,0.199715,701.595,2,1.48722
39628,296523,77817,0,0,0,29.984,3.89332,21,97,12,1,0.137984,709.459,2,5.58325
39629,296523,77807,0,0,0,37.983,29.9621,21,66,12,1,0.2672,717.322,1,10.9781
39630,296523,77797,0,0,0,34.338,71.4802,21,25,12,1,0.403066,725.186,4,13.5221
39631,296523,77787,0,0,0,31.831,23.9773,21,25,12,1,0.291185,733.049,4,5.89308
39632,296523,77777,0,0,0,39.088,62.4057,21,0,12,1,0.438306,740.925,1,1.80387
39633,296523,77767,0,0,0,35.324,71.4457,21,0,12,1,0.609542,748.85,1,1.03216
39634,296523,77757,0,0,0,33.905,6.4265,21,0,12,1,0.589946,756.824,4,5.33465
39635,296523,77747,0,0,0,34.7,6.41029,21,0,12,1,0.59286,764.845,4,9.63714
39636,296523,77737,0,0,0,45.492,54.3859,21,0,12,1,0.657446,772.912,4,13.037
39637,296523,77727,0,0,0,41.315,71.526,1,0,12,1,0.663574,781.024,2,16.1745
39638,296523,77717,0,0,0,40.519,60.898,1,0,12,1,0.680162,789.18,2,19.1547
39639,296523,77707,0,0,0,44.778,58.0592,1,0,12,1,0.758879,797.377,2,16.0322
39640,296523,77697,0,0,0,40.98,3.95686,1,0,12,1,0.668016,805.615,2,18.0857
39641,296523,77687,0,0,0,42.197,25.3099,1,0,12,1,0.649158,813.893,2,20.9703
39642,296523,77677,0,0,0,45.333,66.2841,1,0,12,1,0.618943,822.209,2,23.0486
39643,296523,77667,0,0,0,42.886,13.1924,1,0,12,1,0.66526,830.562,2,23.4958
39644,296523,77657,0,0,0,43.078,7.66635,1,0,12,1,0.630508,838.951,2,23.9429
39645,296523,77647,0,0,0,43.17,4.3038,1,0,12,1,0.712575,847.375,2,24.3901
39646,296523,77637,0,0,0,43.562,59.8403,1,0,12,1,0.663894,855.833,2,24.8373
39647,296523,77627,0,0,0,45.613,47.6674,1,0,12,1,0.603334,864.324,2,24.2355
39648,296523,77617,0,0,0,45.019,57.2609,1,0,12,1,0.665457,872.847,2,23.6183
39649,296523,77607,0,0,0,42.05,34.3081,21,0,12,1,0.780829,881.401,2,23.0011
39650,296523,77597,0,0,0,41.054,5.14314,21,31,12,1,0.722222,889.985,2,23.8313
39651,296523,77587,0,0,0,44.013,49.8868,21,45,12,1,0.685885,898.598,2,25.6982
39652,296523,77577,0,0,0,40.289,26.024,21,44,12,1,0.716075,907.24,2,28.3817
39653,296523,77567,0,0,0,39.787,62.1408,21,44,12,1,0.537105,915.91,2,20.3084
39654,296523,77557,0,0,0,44.187,28.383,21,57,12,1,0.380822,924.606,1,12.5675
39655,296523,77547,0,0,0,40.005,61.3588,21,77,12,1,0.388656,915.542,2,4.82656
39656,296523,77537,0,0,0,35.876,3.65369,21,78,12,1,0.318863,905.839,4,2.91435
39657,296523,77527,0,0,0,35.607,4.36226,21,74,12,1,0.251135,896.142,2,10.052
39658,296523,77517,0,0,0,37.46,38.0481,21,74,12,1,0.357724,886.453,2,15.8156
39659,296523,77507,0,0,0,37.819,63.7815,21,67,12,1,0.573574,876.77,2,16.8806
39660,296523,77497,0,0,0,41.243,4.95645,21,63,12,1,0.449212,867.094,1,12.6231
39661,296523,77487,0,0,0,32.845,32.6164,21,73,12,1,0.472563,857.425,2,8.34006
39662,296523,77477,0,0,0,32.527,15.1904,21,72,12,1,0.62955,847.765,2,4.05651
39663,296523,77467,0,0,0,33.103,41.6624,21,69,12,1,0.526283,838.112,2,0.227041
39664,296523,77457,0,0,0,30.941,9.45559,21,69,12,1,0.437859,828.468,4,4.51059
39665,296523,77447,0,0,0,30.28,3.11373,21,74,12,1,0.498513,818.832,4,8.79414
39666,296523,77437,0,0,0,30.124,4.82927,21,87,12,1,0.441086,809.204,2,1.57488
39667,296523,77427,0,0,0,33.517,31.7608,21,81,12,1,0.357607,799.586,1,7.19234
39668,296523,77417,0,0,0,31.941,17.2553,21,49,12,1,0.265527,789.978,2,15.9596
39669,296523,77407,0,0,0,32.371,12.532,21,49,12,1,0.277467,780.379,2,24.7268
39670,296523,77397,0,0,0,30.974,46.7024,21,44,12,1,0.557895,770.791,1,30.4392
39671,296523,77387,0,0,0,36.493,26.5261,21,52,12,1,0.472017,761.213,1,21.9737
39672,296523,77377,0,0,0,30.149,20.0287,21,82,12,1,0.310345,751.646,2,14.8461
39673,296523,77367,0,0,0,29.841,20.847,21,93,12,1,0.252336,742.091,4,8.04785
39674,296523,77357,0,0,0,29.949,5.78219,21,84,12,1,0.21179,732.547,2,1.39951
39675,296523,77347,0,0,0,29.81,0.906394,21,84,12,1,0.403354,723.016,2,4.52404
39676,296523,77337,0,0,0,36.577,25.6754,21,87,12,1,0.495298,713.498,1,10.4476
39677,296523,77327,0,0,0,29.787,29.0431,21,93,12,1,0.426374,703.993,2,4.09675
39678,296523,77317,0,0,0,28.989,1.75398,21,91,12,1,0.316149,694.502,4,3.11799
39679,296523,77307,0,0,0,28.772,2.92994,21,86,12,1,0.337851,685.025,4,10.2788
39680,296523,77297,0,0,0,28.442,0.53068,21,86,12,1,0.356394,675.563,4,10.2283
39681,296523,77287,0,0,0,29.37,25.2566,21,77,12,1,0.334225,666.118,2,4.54359
39682,296523,77277,0,0,0,27.868,4.71776,21,77,12,1,0.179115,656.688,2,1.14115
39683,296523,77267,0,0,0,29.077,62.642,21,78,12,1,0.28186,647.276,2,6.82589
39684,296523,77257,0,0,0,33.253,37.9202,21,69,12,1,0.418968,637.882,1,12.5106
39685,296523,77247,0,0,0,26.787,3.19268,21,69,12,1,0.447584,628.506,2,18.1954
39686,296523,77237,0,0,0,26.397,1.70037,21,56,12,1,0.577872,619.15,2,24.831
39687,296523,77227,0,0,0,26.093,23.605,21,37,12,1,0.653495,609.814,2,31.9531
39688,296523,77217,0,0,0,24.953,3.22793,21,16,12,1,0.684138,600.5,2,39.0752
39689,296523,77207,0,0,0,24.324,1.3419,21,11,12,1,0.691677,591.208,2,46.1972
39694,296523,77157,0,0,0,24.94,8.12151,21,45,12,1,0.455041,545.124,2,43.8445
39695,296523,77147,0,0,0,25.965,11.2485,21,54,12,1,0.443116,535.991,2,37.6063
39696,296523,77137,0,0,0,26.348,62.3219,21,47,12,1,0.484749,526.89,2,31.368
39697,296523,77127,0,0,0,26.189,1.7036,21,47,12,1,0.547445,517.823,2,25.1298
39698,296523,77117,0,0,0,30.521,17.3365,21,47,12,1,0.632505,508.79,1,18.8916
39699,296523,77107,0,0,0,31.38,69.6528,21,55,12,1,0.501994,499.794,1,12.6517
39700,296523,77097,0,0,0,27.416,1.49208,21,83,12,1,0.366982,490.836,2,6.2438
39701,296523,77087,0,0,0,27.626,2.61202,21,86,12,1,0.288765,481.92,4,0.322414
39702,296523,77077,0,0,0,27.619,0.806459,21,86,12,1,0.577508,473.047,4,5.77394
39703,296523,77067,0,0,0,28.06,10.4388,21,55,12,1,0.523426,464.215,2,11.8703
39704,296523,77057,0,0,0,33.447,58.864,21,56,12,1,0.489412,455.39,1,17.9667
39705,296523,77047,0,0,0,32.231,22.1915,21,52,12,1,0.554945,446.565,1,24.063
39706,296523,77037,0,0,0,38.017,49.9632,21,56,12,1,0.552756,437.74,1,30.1594
39707,296523,77027,0,0,0,40.444,8.16364,21,56,2,1,0.421739,428.915,1,35.9637
39708,296523,77017,0,0,0,29.458,10.9753,21,66,2,1,0.422633,420.09,2,28.5802
39709,296523,77007,0,0,0,36.938,79.2955,20,62,2,1,0.57667,411.265,2,18.5963
39710,296523,76997,0,0,0,43.683,77.3025,20,49,2,1,0.795626,402.44,2,8.64964
39711,296523,76987,0,0,0,29.647,2.39614,21,50,2,1,0.761092,393.614,2,0.240461
39712,296523,76977,0,0,0,38.11,48.6169,21,37,2,1,0.754328,384.789,1,7.74358
39713,296523,76967,0,0,0,36.996,65.4444,21,37,2,1,0.467377,375.964,1,10.4223
39714,296523,76957,0,0,0,30.742,47.3971,21,69,2,1,0.300071,367.139,2,10.7552
39715,296523,76947,0,0,0,33.357,78.5654,20,84,2,1,0.224299,358.314,2,13.7315
39716,296523,76937,0,0,0,40.428,12.9155,20,81,2,1,0.372146,349.489,1,8.32145
39717,296523,76927,0,0,0,30.355,72.6396,21,73,2,1,0.423212,340.664,2,1.80521
39718,296523,76917,0,0,0,26.868,6.93915,21,71,2,1,0.387479,331.839,2,3.22153
39719,296523,76907,0,0,0,25.987,7.39606,21,71,2,1,0.288097,323.014,4,6.9692
39720,296523,76897,0,0,0,25.162,19.4394,21,85,2,1,0.287912,314.188,2,10.7169
39721,296523,76887,0,0,0,34.857,44.8874,21,59,2,1,0.312945,305.363,1,14.3853
39722,296523,76877,0,0,0,23.191,5.7053,21,86,2,1,0.264527,296.538,2,8.96877
39723,296523,76867,0,0,0,22.04,19.3474,21,86,2,1,0.281511,287.713,2,6.95003
39724,296523,76857,0,0,0,20.651,7.47246,21,84,2,1,0.269036,278.888,4,1.45684
39725,296523,76847,0,0,0,20.276,4.6089,20,95,2,1,0.164969,270.101,4,4.59999
39726,296523,76837,0,0,0,22.278,47.7721,20,76,2,1,0.584158,261.401,2,0.720521
39727,296523,76827,0,0,0,7.487,7.90531,21,44,2,1,0.762579,252.797,2,2.89257
39728,296523,76817,0,0,0,7.125,20.56,21,32,2,1,0.728086,244.279,2,1.33654
39729,296523,76807,0,0,0,6.417,2.41586,21,32,2,1,0.59746,235.77,2,6.15105
39731,296523,76787,0,0,0,6.938,43.6109,20,94,14,2,0.283489,219.01,2,1.46896
39732,296533,79427,0,0,0,19.897,7.4172,,0,12,1,0.509275,,2,
39733,296533,79417,0,0,0,19.033,6.42644,,0,12,1,0.521818,824.832,2,109.718
39734,296533,79407,0,0,0,18.119,6.55682,3,0,12,1,0.52809,817.315,2,100.082
39735,296533,79397,0,0,0,16.98,8.98651,3,0,12,1,0.551062,809.851,2,90.5242
39736,296533,79387,0,0,0,15.887,7.51647,3,0,12,1,0.570413,802.443,2,81.0734
39737,296533,79377,0,0,0,14.924,4.84938,3,0,12,1,0.775696,795.091,2,71.7717
39738,296533,79367,0,0,0,14.622,20.9664,3,0,12,1,0.679416,787.798,2,62.6853
39739,296533,79357,0,0,0,12.541,1.18845,3,0,12,1,0.591985,779.287,2,53.9233
39740,296533,79347,0,0,0,12.29,6.63785,3,0,12,1,0.655036,770.518,2,45.6727
39741,296533,79337,0,0,0,12.035,2.36903,3,0,12,1,0.749032,761.779,2,38.2657
39742,296533,79327,0,0,0,10.832,30.1864,3,0,12,1,0.797336,753.072,2,32.2883
39744,296533,79307,0,0,0,10.08,3.46532,3,0,12,1,0.80455,735.756,2,28.2681
39745,296533,79297,0,0,0,10.332,4.48107,3,0,12,1,0.773333,727.149,2,31.2627
39746,296533,79287,0,0,0,10.73,4.35355,3,0,12,1,0.755893,718.579,2,36.8189
39747,296533,79277,0,0,0,11.173,4.649,3,0,12,1,0.759584,710.046,2,43.9762
39748,296533,79267,0,0,0,11.605,4.24683,3,0,12,1,0.757704,701.551,2,51.889
39749,296533,79257,0,0,0,12.053,5.63951,3,0,12,1,0.737828,693.097,2,59.8322
39750,296533,79247,0,0,0,12.498,6.13273,3,0,12,1,0.730083,684.68,2,67.7754
39751,296533,79237,0,0,0,13.007,6.46327,3,0,12,1,0.751853,676.267,2,75.7187
39752,296533,79227,0,0,0,13.717,6.88286,3,0,12,1,0.785464,667.854,2,82.4966
39753,296533,79217,0,0,0,14.456,7.004,3,0,12,1,0.801331,659.442,2,81.3123
39754,296533,79207,0,0,0,15.242,6.17771,3,0,12,1,0.781185,651.029,2,80.1281
39755,296533,79197,0,0,0,16.184,7.31014,3,0,12,1,0.789691,642.616,2,78.9439
39756,296533,79187,0,0,0,17.062,7.33936,3,0,2,1,0.811775,634.204,2,77.7597
39757,296533,79177,0,0,0,17.879,5.73011,3,0,2,1,0.812012,625.623,2,76.5755
39758,296533,79167,0,0,0,18.612,7.55956,3,0,2,1,0.816502,615.625,2,73.7957
39759,296533,79157,0,0,0,19.306,6.74745,3,0,2,1,0.793103,605.626,2,70.57
39760,296533,79147,0,0,0,19.99,6.17665,3,0,2,1,0.761516,595.628,2,67.1665
39761,296533,79137,0,0,0,20.49,5.99459,3,0,2,1,0.760677,585.63,2,63.6113
39762,296533,79127,0,0,0,20.911,4.93264,3,0,2,1,0.752948,575.631,2,60.056
39763,296533,79117,0,0,0,21.286,4.08921,3,0,2,1,0.740049,565.633,2,56.5008
39764,296533,79107,0,0,0,21.514,3.52907,3,0,2,1,0.743426,555.634,2,52.9456
39765,296533,79097,0,0,0,21.638,3.02752,3,0,2,1,0.744914,545.636,2,49.3904
39766,296533,79087,0,0,0,21.611,2.99038,3,0,2,1,0.781115,535.638,2,45.8352
39767,296533,79077,0,0,0,21.486,3.35009,3,0,2,1,0.805323,525.639,2,42.2799
39768,296533,79067,0,0,0,21.292,2.88429,3,0,2,1,0.797459,515.641,2,38.7247
39769,296533,79057,0,0,0,21.085,3.60388,3,0,2,1,0.772526,505.643,2,35.1695
39770,296533,79047,0,0,0,20.89,3.9189,3,0,2,1,0.763588,495.644,2,31.7206
39771,296533,79037,0,0,0,20.565,3.3422,3,0,2,1,0.780157,485.646,2,28.3479
39772,296533,79027,0,0,0,20.262,3.64816,3,0,2,1,0.807868,475.648,2,24.9752
39773,296533,79017,0,0,0,20.043,3.94468,3,0,2,1,0.834037,465.649,2,21.6025
39774,296533,79007,0,0,0,19.883,4.39155,3,0,2,1,0.855567,455.651,2,18.2299
39775,296533,78997,0,0,0,19.744,5.52996,3,0,2,1,0.837977,445.653,2,14.8572
39776,296533,78987,0,0,0,19.718,3.76648,3,0,12,1,0.80778,435.654,2,13.1703
39777,296533,78977,0,0,0,19.617,3.72425,3,0,12,1,0.813953,425.656,2,13.8421
39778,296533,78967,0,0,0,19.438,2.08653,3,0,12,1,0.802927,415.657,2,14.5138
39779,296533,78957,0,0,0,19.213,1.80029,3,0,12,1,0.797166,405.659,2,15.1856
39780,296533,78947,0,0,0,18.995,3.49424,3,0,12,1,0.78762,395.661,2,15.8573
39781,296533,78937,0,0,0,18.646,3.31067,3,0,12,1,0.80729,385.662,2,16.542
39782,296533,78927,0,0,0,18.174,3.41737,3,0,12,1,0.830638,375.664,2,17.6426
39783,296533,78917,0,0,0,17.735,1.7337,3,0,12,1,0.817039,365.666,2,18.7434
39784,296533,78907,0,0,0,17.287,2.05567,3,0,12,1,0.774825,355.667,2,19.8441
39785,296533,78897,0,0,0,16.92,2.30502,3,0,12,1,0.802627,345.669,2,20.9448
39786,296533,78887,0,0,0,16.403,2.65127,3,0,12,1,0.835869,335.671,2,11.9307
39787,296533,78877,0,0,0,16.111,1.76186,3,0,12,1,0.719258,325.672,2,3.00016
39788,296533,78867,0,0,0,16.233,28.9484,21,28,12,1,0.656375,315.674,2,5.93039
39789,296533,78857,0,0,0,15.105,3.6737,21,26,12,1,0.733857,305.676,2,14.8609
39790,296533,78847,0,0,0,14.788,11.4667,21,26,12,1,0.751055,295.677,2,17.9322
39791,296533,78837,0,0,0,15.901,37.9119,21,28,12,1,0.691551,285.679,2,9.68252
39792,296533,78827,0,0,0,15.125,40.177,21,28,12,1,0.680672,275.68,2,1.43287
39793,296533,78817,0,0,0,15.095,11.2065,21,36,12,1,0.454545,265.682,2,6.81678
39794,296533,78807,0,0,0,20.465,59.4649,20,63,12,1,0.219583,255.684,2,4.35864
39795,296533,78797,0,0,0,14.481,1.33316,20,88,12,1,0.212987,245.685,2,0.587074
39796,296533,78787,0,0,0,14.36,1.13798,20,96,12,1,0.417279,235.687,2,4.24547
39797,296533,78777,0,0,0,25.268,32.3274,20,92,12,1,0.473872,225.689,2,13.9302
39798,296533,78767,0,0,0,25.734,0.891889,20,92,12,1,0.531846,215.69,2,17.685
39799,296533,78757,0,0,0,16.33,77.8317,20,82,12,1,0.625704,205.692,2,15.8576
39800,296533,78747,0,0,0,14.172,39.712,20,77,12,1,0.646863,195.694,2,13.8372
39801,296533,78737,0,0,0,13.119,9.55799,20,47,12,1,0.522545,185.695,2,10.4767
39802,296533,78727,0,0,0,10.313,19.6233,21,55,12,1,0.318662,175.697,2,4.04977
39803,296533,78717,0,0,0,9.179,2.21401,21,64,12,1,0.382544,165.698,4,2.76953
39804,296533,78707,0,0,0,9.41,3.13278,21,69,12,1,0.539103,155.7,4,4.22305
39805,296533,78697,0,0,0,9.003,10.0707,21,67,12,1,0.462094,145.702,4,1.39004
39806,296533,78687,0,0,0,8.957,2.22933,20,32,12,1,0.618548,135.703,4,6.86863
39807,296533,78677,0,0,0,8.78,3.41707,20,0,12,1,0.718258,125.705,4,6.87879
39808,296533,78667,0,0,0,8.46,4.166,21,0,12,1,0.695545,115.707,4,2.22055
39809,296533,78657,0,0,0,8.45,23.4627,21,0,12,1,0.667313,105.708,2,2.43769
39810,296533,78647,0,0,0,6.667,2.86973,21,0,12,1,0.610218,95.71,2,7.09594
39811,296533,78637,0,0,0,6.194,7.16985,21,0,12,1,0.604489,85.7116,2,11.7542
39812,296533,78627,0,0,0,5.365,5.37034,3,0,3,2,0.625869,75.7133,2,14.9971
39813,296533,78617,0,0,0,4.389,4.86667,3,0,3,2,0.647856,65.7149,2,5.12102
39814,296533,78607,0,0,0,4.056,22.004,19,0,3,2,0.737081,55.7166,2,5.13252
39827,296533,78477,0,0,0,4.156,8.32225,21,51,3,2,0.333909,74.2621,2,23.4683
39828,296533,78467,0,0,0,4.551,40.8479,20,46,3,2,0.36911,84.2605,2,33.3207
39829,296533,78457,0,0,0,4.927,0.477792,20,0,12,1,0.411535,94.2588,2,43.1732
39830,296533,78447,0,0,0,5.293,49.708,21,0,12,1,0.516661,104.257,2,44.4246
39831,296533,78437,0,0,0,5.272,4.22322,21,0,12,1,0.738915,114.256,2,43.929
39832,296533,78427,0,0,0,5.89,3.7639,21,0,12,1,0.806066,124.254,2,45.6723
39833,296533,78417,0,0,0,6.366,3.59388,21,0,12,1,0.804827,134.252,2,49.4183
39834,296533,78407,0,0,0,6.874,2.83067,4,0,12,1,0.82331,144.251,2,54.7574
39835,296533,78397,0,0,0,7.453,4.18056,4,0,12,1,0.8238,154.249,2,52.3689
39836,296533,78387,0,0,0,7.969,4.19354,3,0,12,1,0.829744,164.247,2,50.0006
39837,296533,78377,0,0,0,8.563,3.88051,3,0,12,1,0.817955,174.246,2,47.6567
39838,296533,78367,0,0,0,9.178,5.54209,3,0,12,1,0.817145,184.152,2,45.3127
39839,296533,78357,0,0,0,9.903,7.2257,3,0,12,1,0.825552,193.861,2,42.9688
39840,296533,78347,0,0,0,10.807,9.2901,21,0,12,1,0.823123,203.569,2,40.5616
39841,296533,78337,0,0,0,11.614,7.21692,21,0,12,1,0.813101,213.278,2,37.6223
39842,296533,78327,0,0,0,12.475,8.58334,21,0,12,1,0.786615,222.987,2,34.6829
39843,296533,78317,0,0,0,13.376,8.47357,21,0,12,1,0.75074,232.696,2,31.7435
39844,296533,78307,0,0,0,14.076,7.90322,21,0,12,1,0.726824,242.404,2,28.8042
39845,296533,78297,0,0,0,14.494,44.7419,21,0,12,1,0.789474,252.113,2,25.8648
39846,296533,78287,0,0,0,18.679,20.8545,21,23,12,1,0.737374,261.822,1,21.1285
39847,296533,78277,0,0,0,15.111,38.3018,21,23,12,1,0.671264,271.531,2,15.3337
39848,296533,78267,0,0,0,16.148,61.5264,21,0,12,1,0.694948,281.239,2,9.53892
39849,296533,78257,0,0,0,16.734,41.132,21,0,12,1,0.695354,290.948,2,3.74413
39850,296533,78247,0,0,0,17.237,2.61958,21,30,12,1,0.732499,300.657,2,2.13383
39851,296533,78237,0,0,0,17.825,13.743,21,45,12,1,0.671192,310.366,2,10.3755
39852,296533,78227,0,0,0,19.182,58.895,21,60,12,1,0.441941,319.532,2,18.6226
39853,296533,78217,0,0,0,19.384,39.7884,21,60,12,1,0.31299,328.677,2,26.8696
39854,296533,78207,0,0,0,18.468,4.10151,20,56,12,1,0.237267,337.869,2,35.1167
39855,296533,78197,0,0,0,18.381,4.02011,20,42,12,1,0.647668,347.106,2,43.3638
39856,296533,78187,0,0,0,18.989,73.6729,21,28,12,1,0.706041,356.385,2,51.6109
39857,296533,78177,0,0,0,18.004,2.77326,21,25,12,1,0.617524,365.701,2,45.9125
39858,296533,78167,0,0,0,18.078,54.3988,21,23,12,1,0.687667,375.053,2,40.1975
39859,296533,78157,0,0,0,18.037,7.22634,21,28,12,1,0.625082,384.438,2,34.4825
39860,296533,78147,0,0,0,21.429,41.0652,21,36,12,1,0.550135,393.852,2,28.5851
39861,296533,78137,0,0,0,20.913,26.6086,21,51,12,1,0.646006,403.295,2,21.47
39862,296533,78127,0,0,0,18.675,26.7616,21,69,12,1,0.438944,412.764,2,12.1341
39864,296533,78107,0,0,0,22.494,60.6427,21,58,12,1,0.630042,431.774,2,3.33788
39865,296533,78097,0,0,0,19.334,6.09692,21,36,12,1,0.703704,441.312,2,3.52423
39867,296533,78077,0,0,0,26.7,75.1661,21,36,12,1,0.745529,460.446,2,10.1638
39868,296533,78067,0,0,0,22.183,4.74315,21,26,12,1,0.840202,470.04,2,15.7421
39869,296533,78057,0,0,0,27.131,17.7107,21,26,12,1,0.735,479.651,1,19.5975
39870,296533,78047,0,0,0,23.03,7.84335,21,43,12,1,0.385681,489.278,2,10.611
39872,296533,78027,0,0,0,24.763,9.93733,21,61,12,1,0.330709,508.574,2,6.82928
39873,296533,78017,0,0,0,28.168,54.8315,21,42,12,1,0.547945,518.242,1,15.4706
39874,296533,78007,0,0,0,26.185,16.3884,21,36,12,1,0.482759,527.922,2,24.1119
39875,296533,77997,0,0,0,27.04,28.7827,21,36,12,1,0.634992,537.615,2,31.3028
39876,296533,77987,0,0,0,28.501,71.6771,21,0,12,1,0.74178,547.318,2,21.3632
39877,296533,77977,0,0,0,28.736,30.9386,21,0,12,1,0.677784,557.031,2,11.5285
39878,296533,77967,0,0,0,31.886,53.7335,21,45,12,1,0.622608,566.755,1,2.03353
39879,296533,77957,0,0,0,35.56,47.9923,21,45,12,1,0.271795,576.488,1,7.42185
39880,296533,77947,0,0,0,30.264,6.12648,21,66,12,1,0.212435,586.23,2,16.8772
39881,296533,77937,0,0,0,30.783,6.04318,21,74,12,1,0.366543,595.981,2,17.6629
39882,296533,77927,0,0,0,31.746,54.3996,21,83,12,1,0.180723,605.74,2,12.7844
39883,296533,77917,0,0,0,37.538,55.7444,21,64,12,1,0.188571,615.506,1,7.90594
39884,296533,77907,0,0,0,30.773,1.5897,20,42,12,1,0.396887,625.28,4,0.967833
39885,296533,77897,0,0,0,31.15,3.5317,20,42,12,1,0.591418,635.061,2,10.9677
39886,296533,77887,0,0,0,31.487,12.5847,21,37,12,1,0.653124,644.849,4,2.3252
39887,296533,77877,0,0,0,31.34,1.55815,21,36,12,1,0.631129,654.643,4,7.67391
39888,296533,77867,0,0,0,37.921,76.1968,21,57,12,1,0.253574,664.443,2,13.2832
39889,296533,77857,0,0,0,38.719,73.2001,21,66,12,1,0.367521,674.249,1,18.7924
39890,296533,77847,0,0,0,30.543,5.729,21,67,12,1,0.300395,684.061,2,19.6031
39892,296533,77827,0,0,0,36.795,42.679,21,65,12,1,0.197667,703.7,1,7.63542
39893,296533,77817,0,0,0,31.675,3.20008,21,100,12,1,0.19209,713.527,2,2.38993
39894,296533,77807,0,0,0,31.236,71.2297,21,100,12,1,0.130496,723.359,2,4.96812
39895,296533,77797,0,0,0,31.662,2.62543,21,100,12,1,0.10675,731.364,4,9.43853
39896,296533,77787,0,0,0,31.803,2.85472,20,100,12,1,0.196755,739.227,4,2.01628
39897,296533,77777,0,0,0,33.134,5.75764,20,94,12,1,0.221849,747.091,2,6.68692
39898,296533,77767,0,0,0,35.955,49.0495,21,66,12,1,0.158126,754.959,1,7.99494
39899,296533,77757,0,0,0,42.907,23.0931,21,51,12,1,0.385855,762.869,1,3.69245
39900,296533,77747,0,0,0,35.155,48.8266,21,0,12,1,0.431051,770.827,2,0.4045
39901,296533,77737,0,0,0,36.162,12.6013,21,0,12,1,0.580139,778.832,4,3.54195
39902,296533,77727,0,0,0,37.076,6.25775,21,0,12,1,0.643316,786.883,4,6.67941
39903,296533,77717,0,0,0,37.985,7.13875,21,0,12,1,0.708642,794.979,4,11.0162
39904,296533,77707,0,0,0,41.569,46.0369,1,0,12,1,0.737037,803.117,2,6.04481
39905,296533,77697,0,0,0,42.39,65.3956,1,0,12,1,0.690859,811.297,2,8.51079
39906,296533,77687,0,0,0,51.904,47.582,1,0,12,1,0.693635,819.517,2,11.3954
